lng,lat
-0.21572741,50.845121
0.26661875,50.80123
0.29246429,50.811689
0.1284577,50.773767
0.54849282,50.875892
0.28444627,51.507072
0.20635237,51.893742
0.45561614,51.56375
0.056011068,51.643374
0.099203194,51.697582
0.61055795,51.588643
0.59927676,51.568317
0.72974237,51.553499
0.24242871,52.016274
0.7894113,51.907369
0.7020776,51.551891
0.73935347,51.547546
0.68903624,51.552623
0.63503393,51.818559
0.44819778,51.631632
0.88189015,51.890147
0.35486937,51.49191
0.06943837,51.650036
0.50968468,51.602805
0.99483893,51.879824
-2.6095869,51.808609
-1.7868271,51.706771
-1.3612388,50.961747
-1.1227323,51.271791
-1.3600939,50.905107
-1.0472972,50.842885
-1.1111275,50.849557
-0.74036774,51.236695
-1.1576049,50.810217
-1.0706255,50.830393
-1.1732974,50.852325
-1.4071683,50.937602
-1.0913752,51.262659
-1.4097616,50.940735
-1.0573601,50.836896
-0.44901573,51.753324
-0.17907893,51.802173
-0.026348447,51.711835
-0.019191542,51.755031
-0.046534751,51.700905
-0.015284211,51.778381
-0.33922908,53.756608
-0.36552973,53.737904
-0.30193834,53.768033
-0.3713883,53.77225
-0.42738244,54.008533
-0.19596602,53.751832
-0.76559188,53.931901
-0.44416086,53.761666
-0.8584557,53.748664
-0.38761952,53.764469
-0.25953521,53.771569
-0.36229978,53.774176
-0.37719004,53.774477
-1.3192643,50.689051
0.71035644,51.237482
1.0385218,51.351257
0.20349482,51.443314
1.4220435,51.360947
1.3079472,51.136022
1.1002868,51.273381
1.1486904,51.090464
0.50147649,51.378541
1.0229675,51.241495
1.3883047,51.384642
0.18344482,51.414569
1.1037134,51.072131
-2.8793061,54.060385
-2.486826,53.76757
-2.4184379,53.770875
-2.1556843,53.863891
-2.1783302,53.911397
-3.0278305,53.788635
-2.6494717,53.641511
-2.8457235,53.601095
-2.7614943,54.125218
-2.7781472,53.547784
-2.8425133,53.697115
-2.3124141,53.691033
-1.2395814,52.770008
-1.1176599,52.685352
-1.1161666,52.657454
-1.1246123,52.606894
-1.0507863,52.651527
-1.067363,52.622064
-1.1603602,52.662648
-1.1584206,52.652008
-1.0688256,52.629016
-0.059539661,52.923948
0.13589853,53.446772
-0.45687491,53.245994
-0.013184926,53.363517
0.003827964,53.366388
-0.47638022,52.647692
0.093955492,53.361865
-0.13775039,52.787481
-0.011012136,52.982988
-0.15105668,52.792283
-0.10781651,53.210928
0.015525916,53.363611
0.49698699,52.936283
1.4126499,52.717495
1.2281272,52.487082
1.322393,52.651646
1.3382195,52.580852
0.79341257,52.722624
1.0429989,52.484465
0.85158508,52.949368
1.2896178,52.613781
1.2980099,52.646968
1.3557204,52.636136
0.95760007,52.679468
1.2947926,52.40017
0.18815784,52.695529
1.7364298,52.619944
1.7289505,52.652579
-1.1007456,53.976186
-1.1924414,54.115636
-1.1829073,54.467487
-0.43536051,54.292843
-1.7231643,54.407713
-0.30295223,54.204763
-1.0669332,53.936336
-1.3074216,53.877491
-1.0823518,53.774226
-1.0904838,53.948893
-1.0392316,53.803298
-1.4302682,54.335967
-1.5376571,54.15249
-0.46430709,52.477352
-0.86184171,52.270107
-1.0154122,52.375238
-1.5055153,52.456707
-0.70834402,52.388456
-0.7433919,52.397204
-0.82548997,52.27092
-1.5794302,55.177778
-2.1177804,54.970166
-1.5636913,55.138014
-1.6049831,55.132673
-2.086569,54.969555
-1.1652679,52.960988
-1.1871087,52.97999
-1.1317276,53.161363
-1.1625447,53.014087
-1.3079618,53.071969
-1.0871065,53.041651
-1.2083454,52.931177
-1.1896917,53.168936
-1.205553,52.966684
-1.2239952,52.969494
-1.3680456,52.027846
-1.159384,51.900192
-1.4710807,51.792422
-1.0071113,51.64839
-0.99122645,51.513452
-1.3004828,51.676938
-1.2840796,51.681704
-1.3034681,51.742529
-1.4176143,51.680301
-3.0195322,52.91837
-2.4266072,52.530651
-2.7279721,52.377813
-2.5185339,52.691912
-2.51848,52.708588
-2.9834236,51.226963
-2.6148198,50.997114
-0.039764175,51.351438
-2.1930282,52.971068
-2.1070556,52.973055
-2.3046259,53.039961
-1.9951477,52.70228
-2.0183075,52.666634
-2.2326757,52.45306
-2.0098778,53.107212
-2.0525203,53.10409
-2.2189231,52.988804
-2.247858,53.002806
-2.2230832,53.027108
-2.0976744,52.722403
-2.0704762,52.786239
-2.1978632,52.535768
-1.8629633,52.901336
-1.9256438,52.681248
-2.1252659,52.828453
-2.1230189,52.800157
-1.6161465,52.787016
-1.6408933,52.832121
-1.9103439,52.88644
-2.0098778,53.107212
-1.8201877,52.675525
-2.2017126,52.584279
1.1870581,52.059491
1.141687,52.060206
0.9790514,52.19125
1.115492,52.106438
1.7315992,52.497155
1.0286864,52.198538
1.1327973,52.045981
-0.33497931,51.306026
-0.001623286,51.260217
-0.19326236,51.224501
-0.32980461,51.238687
-0.52477287,51.33589
-0.16135299,51.242133
-0.5495089,51.308097
-0.084643723,51.293206
-0.46521197,51.364655
-0.5186708,51.381781
-0.27466427,51.33437
-0.62704026,51.13671
-0.33616656,51.309694
-0.31931933,51.222144
-0.79404396,51.202622
-0.26197225,51.374262
-0.78597957,51.209372
-0.54000799,51.165637
-1.6831218,52.566211
-1.3944567,52.25631
-1.5342423,52.315578
-1.8642368,52.218316
-1.480595,52.517202
-1.7794005,52.285867
-1.275477,52.360018
-0.13283644,50.952617
-0.64496869,50.833628
-0.79189968,50.867895
-1.7569228,50.990568
-2.1207816,51.360642
-1.7704762,51.200651
-1.8719848,51.586376
-2.2019262,51.519609
-1.774183,51.592334
-1.8193612,51.604406
-2.259359,53.78567
-2.466159,53.514928
1.3925128,51.350203
-1.1370175,52.594075
-0.18153007,51.116206
-0.10386423,51.438563
-2.285514,53.546965
-3.0801939,53.420159
-2.2055692,53.456023
0.078697448,51.490773
-0.079318745,51.530733
-0.11833417,51.556572
-0.016988942,51.508545
-0.19008987,51.456149
0.16393698,51.485958
-0.2430436,51.551716
-0.072432807,51.586212
0.11909409,51.579951
-0.16474242,51.371395
-1.9864795,52.395932
-1.5037581,52.414005
-1.7921623,52.409568
-1.7726588,52.405864
-2.850296,53.413253
-2.9976093,53.647816
-2.9807381,53.635956
-3.0527243,53.394264
-2.1186656,53.538654
-2.1589772,53.404275
-2.2905304,53.4575
-1.1356177,53.529021
-1.3160486,53.49783
-1.3506643,53.419534
-1.3248042,53.694241
-2.4509587,51.290338
-1.2302982,54.676459
-1.0752107,54.614542
-1.0471945,54.538437
-1.2991032,54.562248
-1.3400642,54.571178
-0.66673471,53.578566
-0.5894641,51.668961
-0.17812002,52.33844
-2.9082724,53.279394
-2.5366556,53.249223
-2.5834511,53.379485
-2.5152133,53.25081
-3.2012737,54.132237
-3.316708,50.67027
-0.13699273,50.828269
0.57812298,50.857945
0.075434741,51.648392
0.35295929,51.482514
-2.3102973,51.904904
-1.0877912,51.256193
-0.98773461,50.857707
-0.75611804,51.304908
-1.1362566,50.800295
-1.4173252,50.926583
-1.9500324,52.08198
-2.698896,52.062511
-1.1302593,52.57975
-1.1242581,52.618731
-1.1251812,52.625777
1.7214444,52.597497
1.7199571,52.578565
1.3858252,52.819813
-0.71175443,52.388412
-1.120191,53.314363
-1.1520211,52.950179
-2.4986218,52.697329
-2.7214088,52.697225
-2.5092892,52.698479
-3.1188789,51.016061
-2.1203669,52.806578
-2.177972,53.006787
1.7436212,52.482374
-0.61633965,51.17669
-0.20248298,51.239634
-0.54869945,51.306469
-0.55031999,51.432507
-1.7182283,52.192858
0.11921279,51.575677
-0.015287279,52.695163
-2.3540326,53.425967
-1.2514123,51.39555
-0.30303556,51.464375
0.16791115,51.455254
0.68903624,51.552623
-1.6206637,53.848142
0.19076312,51.573464
-1.8188012,51.603605
0.1740922,51.038555
-0.076738811,51.410882
-0.80302517,52.422511
-1.4583852,52.997778
-0.80302517,52.422511
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-0.15319754,50.844031
-1.5885109,54.94514
-1.7024937,52.485253
-2.2296981,51.745203
-0.80302517,52.422511
-0.17105375,51.440845
-0.013095979,51.525152
-2.3009658,53.591266
-1.1550833,52.996964
-2.5403359,53.596285
-0.80302517,52.422511
-1.8011394,53.653886
-0.065356783,51.325506
-2.3513277,53.305968
-1.6594426,54.975283
-2.4236769,51.52755
-0.3392701,51.612961
-1.4765069,53.82006
-0.77960397,51.648045
0.034984658,51.510991
-1.6936666,54.994479
0.12114454,51.369832
0.52692274,51.355754
1.3883047,51.384642
-0.80302517,52.422511
-0.80302517,52.422511
-2.4570479,52.661115
-0.20851704,51.446882
0.4043437,51.306946
1.1059732,51.288584
-1.7058204,52.204317
0.68678382,51.740054
-1.7267787,53.840539
-2.4552777,53.599884
0.74909851,51.542659
0.10604106,51.491445
-1.1024755,52.643057
-0.80302517,52.422511
0.90002249,51.913498
-3.5519073,54.627841
0.95150023,52.681167
-0.24202971,51.563049
-2.6120543,53.445193
0.27717331,51.600443
-1.9887141,52.980124
-2.536414,51.478291
-2.2040363,52.987715
-3.7103687,50.446141
0.97575585,52.195146
-2.1665471,53.509088
-0.21349044,51.494582
-1.4989558,53.543256
0.090420961,51.472453
-0.34738335,53.755615
0.27210965,50.78891
-0.23796678,51.56253
-0.66948132,52.354085
-1.1971598,54.558299
-2.5467307,53.410337
-0.6913787,51.632447
-0.1243908,50.846855
0.7020776,51.551891
-2.5653696,53.379707
-1.6563184,53.698122
-0.9661323,53.698344
-1.5145992,52.895605
-2.4856183,52.701626
-1.5613924,54.991235
-3.5694262,50.440744
-0.20286947,51.896109
-0.12395516,51.367835
-1.174869,50.648559
0.1331811,51.496378
-1.2403697,51.771549
-1.1301084,53.948503
-4.1396295,50.388948
-1.454005,53.41846
-0.12966025,51.553713
-0.099025153,51.368287
-4.4651862,50.762176
-0.57843248,51.255604
-3.5643179,50.442999
0.55922898,51.392619
-1.3252215,52.063787
-1.7717596,51.079719
-2.5621824,51.460196
0.088565587,53.177089
-2.152032,52.600823
-1.1971598,54.558299
-1.7585565,53.787551
-1.9399761,52.486555
-1.983088,52.582005
-0.75218364,51.391227
0.16024763,52.167394
-2.0687711,52.448216
-1.2444613,53.428105
-0.47810296,50.989048
-2.5448452,51.408828
-2.9318887,53.19777
-0.39925358,53.759349
0.77075493,51.440168
-0.41109329,53.733429
-1.7867877,53.625531
-1.4476156,52.941456
-0.46084233,51.518834
-0.57367925,52.263517
-0.30166875,51.341707
1.1908703,52.072024
-1.5138226,55.007651
-2.4410096,53.566195
-0.7568485,50.829658
-0.10301779,51.007958
0.44138281,52.751493
-0.80302517,52.422511
1.1658352,51.091584
-1.2717592,51.750034
-1.8227925,52.491832
-0.56949787,51.234111
-2.202371,53.710675
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
0.85550466,51.136719
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-0.75563256,53.408813
-0.21349044,51.494582
-0.085257147,51.536271
-2.9843667,53.481824
-0.042314339,51.502361
-0.20100086,51.902501
-2.466159,53.514928
-2.466159,53.514928
-2.466159,53.514928
-1.3338379,52.602528
-2.466159,53.514928
-2.466159,53.514928
0.044581724,51.591066
-0.05480162,51.534619
-0.80302517,52.422511
-1.7931627,51.072296
-2.466159,53.514928
-2.811494,53.431357
-2.5742453,53.527464
0.87071889,51.322664
-1.8629632,52.470507
-1.249158,53.476727
-0.80302517,52.422511
-2.6220569,53.651319
-1.2285998,54.543378
-1.4440049,54.897153
-0.80302517,52.422511
-2.5349624,51.45884
-2.466159,53.514928
-2.1633991,53.615577
-0.75563256,53.408813
-1.7466438,52.487495
-1.1957472,53.00726
-0.80302517,52.422511
-1.7726576,53.646771
1.3995994,51.989622
-1.1652679,52.960988
0.36493124,51.867595
-0.10301779,51.007958
-0.21349044,51.494582
0.12392287,51.494639
-1.807078,53.817964
1.105747,52.045034
-1.7713989,53.742492
-1.4482041,53.587498
-1.4573349,53.578731
-1.8507211,52.521087
-2.1816413,53.526872
-2.4155723,51.536669
-2.5073026,51.524071
-2.1635116,53.472644
-2.1529801,53.472434
-2.4986218,52.697329
-1.537819,53.765665
-2.3861162,53.593323
-2.0785078,52.561591
-0.51619666,51.097317
-0.10301779,51.007958
-2.5620075,53.829555
-2.1970776,53.479173
-0.051116204,51.525367
-0.44060918,51.885392
-0.37402726,51.429025
-0.36325336,51.444306
-1.2911502,54.541972
-0.065641038,51.516336
-2.070867,53.549352
-4.1360711,50.370188
0.1284577,50.773767
-2.1394472,52.622342
-0.3405099,53.751053
-0.41748791,52.594901
1.7426795,52.484122
-0.11566547,51.47485
1.3921077,51.216141
0.16614697,51.474235
-1.3979445,53.581144
-1.3964133,53.530612
-1.3221797,52.963883
-1.8660554,52.470232
-1.6025962,52.884435
-4.3116929,50.505721
-1.9566085,53.214137
0.15440556,52.663167
-1.1669246,50.657891
-1.4532813,52.902773
-2.0299424,52.620425
-0.26647295,52.604421
-1.9433888,52.754064
-1.0971454,51.285634
-1.5967752,54.537687
-0.40343993,51.373011
0.1543005,51.572682
-1.91313,54.550028
-1.5911237,52.413467
-0.27042374,52.215613
0.20058622,51.558721
-2.6869337,53.541593
-1.5541899,54.548197
0.067288121,50.895374
-1.8119612,54.577054
-1.7589848,51.591917
-0.88379369,53.708121
0.43452491,51.516282
-0.82862196,51.719596
-0.20065923,51.63883
-1.6887723,53.680144
-1.4859707,53.435347
-1.7628572,51.555105
-1.4250281,52.934642
-2.0138352,51.440918
0.041250025,51.468985
0.056733135,52.116705
-0.01991113,51.528558
-2.1884304,53.047016
-1.0833446,53.533926
-1.1177053,52.99742
-1.8197488,53.831394
-0.17669968,51.537836
-1.4122716,53.694846
-0.10023656,51.370259
-2.148811,51.848208
-1.2976665,52.364575
-1.2053695,53.154326
-1.5165002,53.670881
0.24920815,52.410646
-0.54377329,53.218977
-2.1534103,53.437225
-0.1233602,51.519621
-1.6569221,52.635979
1.2617731,51.92961
-4.1235926,50.517931
0.11399601,51.37309
-0.53781753,53.228055
-2.8975075,51.373837
-1.9084527,52.540717
-0.073312796,51.572234
-0.5034857,51.913264
-1.3646151,52.541853
-0.19967314,51.896807
-1.764661,53.803328
1.1198728,51.792289
-2.1854034,53.047281
-0.079318745,51.530733
-1.3532421,52.547186
-1.2111665,51.75992
-1.0936456,52.98158
-1.1210337,52.625585
-0.10301779,51.007958
-2.4521061,50.528764
-2.3923341,51.364237
-1.1587888,52.556482
-1.1842773,52.617694
-1.1993176,51.758923
-1.7607827,53.793775
-1.1754589,53.00908
-2.2706876,52.388727
0.00827473,51.606495
1.6393565,52.711313
-1.2113673,53.150177
-5.2953653,50.209233
-0.78986768,53.064683
-2.161496,51.976886
-1.6174245,53.659588
0.19023881,51.283098
-1.9369313,52.762673
-0.071186288,51.515744
-0.60123983,52.298048
-1.0814066,54.605512
0.048043131,51.550215
-1.6024877,53.794802
-0.00292189,53.373433
-0.00249839,51.33455
-0.88205199,52.049494
-1.9664793,52.472496
-0.1374988,52.785733
0.38863239,52.604384
0.89196457,51.888137
-2.7405415,52.734774
-0.40954926,51.884401
-1.4256697,54.890453
-1.185875,53.473599
-2.0500631,52.532309
-1.353617,53.615581
-1.1641314,52.26305
-4.1755808,50.377703
-0.1699959,51.42555
-2.4499825,52.703007
-2.4473524,52.713544
-2.7235613,52.731624
-0.78346577,51.231971
-2.6496131,53.387566
-0.18937239,51.595277
-1.4917223,52.875275
-1.3925188,50.901917
-2.1567161,53.402939
-1.8323042,50.777562
-3.5554941,50.485711
-1.47772,52.49617
0.73163577,50.955054
-2.2331208,53.093985
-2.212006,52.996888
-1.8913578,52.405394
0.45641198,51.571018
0.04429921,51.492421
-2.2539937,53.78942
-4.3329106,50.981077
-0.88379369,53.708121
-0.17111326,51.719052
-2.7162944,52.059556
-1.7844469,53.782288
-0.23205275,51.975706
-0.094527637,51.413628
-1.0862469,51.43656
0.17735514,51.408082
-2.160492,53.522741
-1.5508075,54.784104
-1.14177,50.791361
-3.4790613,51.203744
-2.9724099,53.406388
-0.77634227,50.830826
-1.140049,53.498671
-0.21218911,51.512376
-0.64535876,51.52565
-0.64535876,51.52565
-0.35534101,51.563514
-2.5678254,51.540194
0.20487083,51.515456
-0.7289868,52.388563
-0.1963097,51.415562
-2.1215133,53.542471
-3.0970128,51.019812
1.2901597,51.149468
0.098196411,51.769315
-0.22523357,51.485992
-2.8083692,53.382488
-1.2439966,54.516559
-2.5928456,53.407537
-0.70552114,51.580757
-1.4653104,53.450411
-0.40669039,51.603077
0.1545687,52.650549
-0.066544108,51.60455
-1.7941993,51.561575
-1.6245647,54.967767
0.30847011,51.616181
-0.42054336,51.877499
-0.054037198,51.436514
-1.4558713,54.924885
-4.1456027,50.572716
-2.5362939,53.580169
-2.2298458,53.483977
-1.8845926,52.497014
-1.3302093,52.575169
-3.094434,53.412155
-0.63097273,53.593371
-2.0055331,51.437601
0.22085551,51.583276
0.1324857,51.548746
-1.1667224,52.909308
-1.2964007,53.502722
-0.056676684,51.544083
0.022799202,51.552775
-1.7610389,53.804804
-4.0886342,51.064935
-3.4718677,50.716473
-3.7103687,50.446141
0.12953045,51.551561
-1.6831218,52.566211
-1.7922517,51.068553
-1.1176599,52.685352
-1.2395814,52.770008
-2.1207816,51.360642
-1.1578375,52.938075
0.1233933,52.176219
1.2801071,52.760847
-1.1134357,52.632387
-2.2955224,53.475851
-4.1107579,50.420866
0.12772292,52.218502
-0.177641,51.481396
-0.86342562,52.272928
0.13684257,50.96277
1.7364298,52.619944
-1.0471945,54.538437
-0.23918565,51.49247
-0.42029634,53.844924
-0.61560589,51.314751
-1.1507557,52.950952
-2.4952088,51.253904
0.45641198,51.571018
-1.6045129,54.954628
-2.602895,51.503298
-1.5725667,50.861843
-3.5201433,50.49635
1.3921077,51.216141
-0.72968181,51.985955
-1.4946753,54.978539
-0.00292189,53.373433
